DOID	MeSH
DOID:824	D010518
DOID:8295	D012532
DOID:833	D004428
DOID:8337	D001064
DOID:8399	D014323
DOID:84	D010007
DOID:84	D010008
DOID:841	D000542
DOID:8432	D011086
DOID:8437	D007415
DOID:8438	D000343
DOID:8439	D011178
DOID:8440	D045823
DOID:8442	D007418
DOID:8445	D045822
DOID:8446	D007443
DOID:845	D003527
DOID:8454	D012257
DOID:8455	D026681
DOID:8456	D002796
DOID:8457	D010383
DOID:8461	D058540
DOID:8463	D003320
DOID:8465	D041441
DOID:8466	D012162
DOID:8469	D007251
DOID:8472	D012594
DOID:8476	D008061
DOID:8478	D000196
DOID:848	D001168
DOID:8483	D015356
DOID:8485	D009091
DOID:8488	D006831
DOID:8498	C537743
DOID:8499	D009755
DOID:850	D008171
DOID:8501	D058499
DOID:8504	D007169
DOID:8505	D003874
DOID:8506	D010391
DOID:8508	D012872
DOID:8515	D011660
DOID:853	D011111
DOID:8533	D007012
DOID:8534	D005764
DOID:8536	D006562
DOID:8538	D008228
DOID:854	D003095
DOID:8541	D012751
DOID:8543	D006689
DOID:8544	D015673
DOID:8545	D008305
DOID:8553	D017511
DOID:856	D028921
DOID:8564	D008048
DOID:8566	D006561
DOID:8567	D006689
DOID:8568	D007244
DOID:857	D009100
DOID:8573	D017513
DOID:8577	D003093
DOID:8584	D002051
DOID:859	D028922
DOID:8593	D007951
DOID:8596	D012541
DOID:8616	D010411
DOID:8619	D006970
DOID:8622	D008457
DOID:8628	D006689
DOID:863	D009422
DOID:8632	D012514
DOID:864	D010689
DOID:8643	D004382
DOID:8645	D003693
DOID:8649	D014062
DOID:865	D014657
DOID:8654	D006689
DOID:8659	D002644
DOID:8670	D001068
DOID:8677	D020345
DOID:8681	D020364
DOID:8683	D023981
DOID:8689	D000856
DOID:869	D002781
DOID:8691	D009182
DOID:8692	D007951
DOID:8704	D006558
DOID:8712	D017253
DOID:8717	D003668
DOID:8719	D002278
DOID:8725	D015140
DOID:8725	D015161
DOID:8729	D011213
DOID:8736	D012899
DOID:8738	D052798
DOID:874	D018410
DOID:8741	D012628
DOID:8743	D016731
DOID:8757	D005758
DOID:876	D052880
DOID:8761	D007947
DOID:8771	D004474
DOID:8778	D003424
DOID:8781	D012409
DOID:8791	D000071960
DOID:8805	D000789
DOID:883	D006373
DOID:884	D014201
DOID:885	D005211
DOID:8858	D014067
DOID:8861	D011662
DOID:8864	D007948
DOID:8866	D055623
DOID:8867	D008976
DOID:8869	D009471
DOID:888	D014201
DOID:8881	D012393
DOID:8886	D002825
DOID:8892	D017515
DOID:8893	D011565
DOID:890	D017237
DOID:891	D020191
DOID:8912	C000656904
DOID:8923	D000096142
DOID:8924	D016553
DOID:8927	D007859
DOID:8929	D005757
DOID:893	D006527
DOID:8931	C536380
DOID:8936	D000071380
DOID:8941	D063807
DOID:8943	C537935
DOID:8947	D003930
DOID:8955	D000756
DOID:8956	D015605
DOID:896	D008664
DOID:8970	D013344
DOID:898	D007690
DOID:8986	D009290
DOID:899	D015529
DOID:8991	D002578
DOID:8997	D011087
DOID:900	D020065
DOID:9007	D013398
DOID:9008	D015535
DOID:9036	D010307
DOID:905	D015211
DOID:906	D018901
DOID:9060	D014010
DOID:9063	D013206
DOID:9065	D007896
DOID:9072	D006103
DOID:9074	D008180
DOID:9088	D010267
DOID:9091	D020187
DOID:9111	D016773
DOID:9113	D006100
DOID:9119	D015470
DOID:9120	D000686
DOID:9123	D007617
DOID:913	D020966
DOID:914	D010382
DOID:9146	D007898
DOID:9155	D007897
DOID:9159	D005738
DOID:9164	D004931
DOID:9169	D014923
DOID:9181	D000562
DOID:9182	D010392
DOID:9192	D015154
DOID:92	D013064
DOID:9201	D008010
DOID:9206	D001471
DOID:9207	D020189
DOID:9210	D016697
DOID:9212	D010916
DOID:9220	D020182
DOID:9230	D011146
DOID:9240	D004916
DOID:9245	D016738
DOID:9246	D028243
DOID:9248	D054975
DOID:9249	C537599
DOID:9250	D055673
DOID:9252	D000592
DOID:9253	D046152
DOID:9254	D007946
DOID:9255	C563003
DOID:9256	D015179
DOID:9258	D014849
DOID:9261	D009303
DOID:9263	D006712
DOID:9266	D003555
DOID:9267	D056806
DOID:9268	D020158
DOID:9269	D008375
DOID:9270	D000474
DOID:9271	D020163
DOID:9273	D020159
DOID:9274	D020167
DOID:9277	D013132
DOID:9278	D020162
DOID:9279	D020138
DOID:9280	D020165
DOID:9281	D010661
DOID:9281	D017042
DOID:9282	D009798
DOID:9286	D011317
DOID:9296	D002971
DOID:9297	D008047
DOID:93	D007806
DOID:930	D009916
DOID:9305	D014400
DOID:9306	D013285
DOID:9307	D012005
DOID:931	D008989
DOID:9317	D008205
DOID:934	D001102
DOID:934	D014777
DOID:9351	D003920
DOID:9352	D003924
DOID:936	D001927
DOID:9362	D013224
DOID:9368	D007637
DOID:9369	D016727
DOID:9370	D005094
DOID:9392	D014136
DOID:9395	D003440
DOID:9398	D004826
DOID:9402	D004823
DOID:9406	D007018
DOID:9409	D003919
DOID:9410	C580003
DOID:9423	D001762
DOID:9427	D020343
DOID:9428	D019586
DOID:9446	D002761
DOID:9452	D005234
DOID:9452	D005235
DOID:9455	D008064
DOID:946	D004030
DOID:9467	D009261
DOID:9470	D016920
DOID:9471	D008581
DOID:9476	D007018
DOID:9477	D011655
DOID:9478	D019052
DOID:9487	D008467
DOID:9498	D011657
DOID:950	D003607
DOID:9500	D007960
DOID:9503	D011657
DOID:9505	D002189
DOID:9507	D015521
DOID:9513	D007952
DOID:9521	D046150
DOID:9531	D013592
DOID:9537	D007835
DOID:9538	D009101
DOID:9540	D017445
DOID:9553	D000307
DOID:9561	D009302
DOID:9562	D002925
DOID:9563	D001987
DOID:9565	D003914
DOID:9574	C562435
DOID:9574	D002754
DOID:9584	D004685
DOID:9588	D004660
DOID:9597	D007725
DOID:9598	D005208
DOID:96	D013202
DOID:9600	D036981
DOID:9602	D019115
DOID:962	D009455
DOID:9620	D014718
DOID:963	C580065
DOID:9631	D010381
DOID:9637	D013280
DOID:9640	D012523
DOID:9643	D001404
DOID:9649	D020417
DOID:9650	D009759
DOID:9651	D054143
DOID:9663	D013281
DOID:9667	D000033
DOID:9672	D009625
DOID:9673	D005892
DOID:9681	D002581
DOID:9682	D015004
DOID:970	D013717
DOID:9700	D003234
DOID:971	D052256
DOID:9719	D018630
DOID:9726	D020255
DOID:9733	D014398
DOID:9740	D017562
DOID:9741	D001660
DOID:9743	D003929
DOID:9744	D003922
DOID:9746	D006484
DOID:9765	D041882
DOID:9766	C536762
DOID:9767	D017682
DOID:9768	D006322
DOID:9775	D054144
DOID:9778	D043183
DOID:9784	D014235
DOID:9786	D011052
DOID:9790	D007816
DOID:980	C535358
DOID:9801	D014395
DOID:9808	D019867
DOID:9809	D018366
DOID:9810	D010488
DOID:9821	D015794
DOID:9827	C562408
DOID:9828	D009357
DOID:9834	D006956
DOID:9835	D012030
DOID:9837	D013285
DOID:9838	C000721272
DOID:9840	D004948
DOID:9848	D018159
DOID:9849	D008575
DOID:9854	D020820
DOID:9856	D013590
DOID:986	D000506
DOID:9861	D014391
DOID:9869	D005633
DOID:987	D000505
DOID:9870	D005693
DOID:988	D008945
DOID:9884	D009136
DOID:9892	D000074742
DOID:9893	D010520
DOID:990	C535758
DOID:9903	D017043
DOID:9905	D000507
DOID:9909	D006726
DOID:992	D006481
DOID:9923	D019957
DOID:9931	D014884
DOID:9938	D003607
DOID:9953	D015456
DOID:9955	D018636
DOID:9957	D010522
DOID:9958	D006409
DOID:9965	D014123
DOID:997	D019687
DOID:9970	D009765
DOID:9972	D006986
DOID:9975	D019970
DOID:9976	D006556
DOID:998	D016603
DOID:9986	C537131
DOID:9988	D009494
DOID:999	D004802
DOID:9993	D007003
